,company,typename,screen_size,ram,memory,gpu,weight,price,px_h,px_v,screen_info,processor_brand,processor_freq,processor_details,gpu_brand,os_used,ssd_capacity,hdd_capacity,ssd_count,hdd_count,ssd_present,hdd_present,total_storage
130,HP,Notebook,14,8,256GB SSD,Intel UHD Graphics 620,1.63,52640.64,1920,1080,Full HD,Intel,1.8,Core i7 8550U,Intel,windows,256,0,1,0,TRUE,FALSE,256
131,Lenovo,Notebook,15.6,4,1TB HDD,Intel HD Graphics 500,1.9,13445.74,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
132,Asus,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,49976.64,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
133,Lenovo,Notebook,15.6,4,1TB HDD,Nvidia GeForce 920MX,2.2,26586.72,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Nvidia,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
134,HP,Notebook,13.3,4,256GB SSD,Intel HD Graphics 620,1.32,37242.72,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
135,Acer,Notebook,17.3,4,1TB HDD,Nvidia GeForce MX130,3,34898.4,1920,1080,IPS Panel Full HD,Intel,2.7,Core i3 7130U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
136,Lenovo,Notebook,14,8,256GB SSD,AMD Radeon RX 550,1.75,59461.55,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,AMD,windows,256,0,1,0,TRUE,FALSE,256
137,Lenovo,Gaming,15.6,8,256GB SSD,Nvidia GeForce GTX 1050M,2.4,46300.32,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
138,Toshiba,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.1,32074.56,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
139,HP,Notebook,15.6,4,256GB SSD,AMD Radeon R4 Graphics,1.86,19660.32,1366,768,,AMD,2.5,A6-Series 9220,AMD,windows,256,0,1,0,TRUE,FALSE,256
140,Asus,Ultrabook,14,8,256GB SSD,Intel UHD Graphics 620,1.25,58554.72,1920,1080,Full HD,Intel,1.8,Core i7 8550U,Intel,windows,256,0,1,0,TRUE,FALSE,256
141,HP,Ultrabook,12.5,8,512GB SSD,Intel HD Graphics 515,0.97,107305.92,3840,2160,IPS Panel 4K Ultra HD / Touchscreen,Intel,1.2,Core M 6Y75,Intel,windows,512,0,1,0,TRUE,FALSE,512
142,Asus,Notebook,15.6,4,1TB HDD,Intel HD Graphics 500,2,18328.32,1920,1080,Full HD,Intel,1.1,Celeron Dual Core N3350,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
143,Acer,Notebook,15.6,4,1TB HDD,Intel HD Graphics 520,2.1,23816.16,1366,768,,Intel,2,Core i3 6006U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
144,Dell,Gaming,15.6,16,512GB SSD,Nvidia GeForce GTX 1050,2.56,66560.57,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
145,Dell,Gaming,15.6,8,1.0TB Hybrid,Nvidia GeForce GTX 1050,2.62,47898.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,1024,0,1,0,TRUE,FALSE,1024
146,Lenovo,Notebook,15.6,4,128GB SSD,Intel HD Graphics 620,1.9,26533.44,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
147,MSI,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.8,100699.2,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
148,HP,Ultrabook,14,4,256GB SSD,Intel HD Graphics 620,1.48,57648.96,1920,1080,Full HD,Intel,2.7,Core i5 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
149,HP,Notebook,15.6,6,256GB SSD,AMD Radeon 520,1.91,32980.32,1920,1080,Full HD,Intel,1.6,Core i5 8250U,AMD,windows,256,0,1,0,TRUE,FALSE,256
150,Lenovo,2 in 1 Convertible,14,4,256GB SSD,Intel HD Graphics 620,1.74,33513.12,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.4,Core i3 7100U,Intel,windows,256,0,1,0,TRUE,FALSE,256
151,Asus,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 620,1.1,70063.2,1920,1080,Full HD / Touchscreen,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
152,Dell,2 in 1 Convertible,15.6,8,256GB SSD,Intel UHD Graphics 620,1.56,55890.72,1920,1080,Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,256,0,1,0,TRUE,FALSE,256
153,Toshiba,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.1,23816.16,1366,768,,Intel,2.2,Core i3 6006U,Intel,windows,0,500,0,1,FALSE,TRUE,500
154,Asus,Notebook,15.6,4,1TB HDD,AMD Radeon R5 M420,2.03,21471.84,1366,768,,AMD,3,A9-Series 9420,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
155,Acer,Notebook,17.3,4,256GB SSD,Nvidia GeForce MX150,3,42890.4,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
156,Dell,Notebook,15.6,8,256GB SSD,AMD Radeon 520,2.13,38787.84,1920,1080,Full HD,Intel,1.6,Core i5 8250U,AMD,windows,256,0,1,0,TRUE,FALSE,256
157,Lenovo,Gaming,15.6,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,2.5,57489.12,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
158,Acer,Notebook,15.6,4,1TB HDD,Intel HD Graphics 500,2.1,18541.44,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
159,MSI,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.4,95850.72,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
160,Acer,Notebook,15.6,4,1TB HDD,Intel HD Graphics 505,2.1,19367.81,1366,768,,Intel,1.1,Pentium Quad Core N4200,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
161,Dell,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.56,56502.91,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
162,Acer,Notebook,17.3,8,256GB SSD,Nvidia GeForce MX150,3,45501.12,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
163,HP,Notebook,13.3,4,500GB HDD,Intel UHD Graphics 620,1.49,40173.12,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Intel,windows,0,500,0,1,FALSE,TRUE,500
164,Huawei,Ultrabook,13,8,256GB SSD,Intel HD Graphics 620,1.05,71874.72,2160,1440,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
165,HP,Notebook,17.3,6,2TB HDD,AMD Radeon 520,2.71,37242.72,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,AMD,windows,0,2048,0,1,FALSE,TRUE,2048
166,Lenovo,Notebook,15.6,4,500GB HDD,AMD Radeon R4 Graphics,2.2,16463.52,1366,768,,AMD,2.9,A6-Series 9220,AMD,no_preinstalled_os,0,500,0,1,FALSE,TRUE,500
167,Toshiba,Notebook,15.6,4,500GB HDD,Intel HD Graphics 620,2.1,26053.92,1366,768,,Intel,2.4,Core i3 7100U,Intel,windows,0,500,0,1,FALSE,TRUE,500
168,HP,Notebook,17.3,8,256GB SSD,Nvidia GeForce 930MX,2.5,49177.44,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
169,Dell,Notebook,15.6,8,1TB HDD,Intel HD Graphics 620,2.3,24455.52,1366,768,,Intel,2.4,Core i3 7100U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
170,Acer,Notebook,15.6,4,128GB SSD,Intel HD Graphics 520,2.1,23922.72,1366,768,,Intel,2,Core i3 6006U,Intel,windows,128,0,1,0,TRUE,FALSE,128
171,MSI,Gaming,18.4,32,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,4.4,149130.72,1920,1080,Full HD,Intel,2.9,Core i7 6920HQ,Nvidia,windows,512,1024,1,1,TRUE,TRUE,1536
172,Lenovo,Notebook,15.6,8,128GB SSD +  1TB HDD,AMD R17M-M1-70,1.9,43316.64,1920,1080,Full HD,Intel,2.5,Core i5 7200U,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
173,HP,2 in 1 Convertible,13.3,8,256GB SSD,Intel UHD Graphics 620,1.29,79866.72,3840,2160,IPS Panel 4K Ultra HD / Touchscreen,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
174,Dell,Notebook,15.6,16,256GB SSD +  2TB HDD,AMD Radeon 530,2.02,55890.72,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,linux,256,2048,1,1,TRUE,TRUE,2304
175,Dell,Ultrabook,13.3,8,256GB SSD,Intel UHD Graphics 620,1.23,74538.72,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
176,Lenovo,2 in 1 Convertible,13.9,16,512GB SSD,Intel UHD Graphics 620,1.4,98514.72,3840,2160,IPS Panel 4K Ultra HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,512,0,1,0,TRUE,FALSE,512
177,Toshiba,Notebook,15.6,8,128GB SSD,Intel HD Graphics 620,2,42251.04,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
178,Xiaomi,Notebook,15.6,8,256GB SSD,Nvidia GeForce MX150,1.95,63882.72,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Nvidia,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
179,Dell,Notebook,17.3,16,512GB SSD,Nvidia GeForce 150MX,2.77,82530.72,1920,1080,Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
180,Dell,Notebook,15.6,16,512GB SSD,Nvidia GeForce GTX 1050,2.06,127712.16,3840,2160,4K Ultra HD / Touchscreen,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
181,Lenovo,Gaming,15.6,8,256GB SSD,Nvidia GeForce GTX 1050,2.4,41505.12,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
182,Acer,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 615,1.12,52693.92,1920,1080,IPS Panel Full HD,Intel,1.2,Core i5 7Y54,Intel,windows,256,0,1,0,TRUE,FALSE,256
183,Dell,Notebook,17.3,8,128GB SSD +  1TB HDD,AMD Radeon 530,2.8,57808.8,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
184,Vero,Notebook,14,4,32GB Flash Storage,Intel HD Graphics 500,1.3,13852.8,1920,1080,IPS Panel Full HD,Intel,1.1,Celeron Dual Core N3350,Intel,windows,32,0,0,0,FALSE,FALSE,32
185,Xiaomi,Ultrabook,13.3,8,256GB SSD,Nvidia GeForce MX150,1.3,53274.67,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Nvidia,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
186,Lenovo,Notebook,17.3,8,256GB SSD,Nvidia GeForce MX150,2.8,37189.44,1600,900,,Intel,1.6,Core i5 8250U,Nvidia,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
187,Dell,2 in 1 Convertible,13.3,8,1TB HDD,Intel UHD Graphics 620,1.62,44701.92,1920,1080,IPS Panel Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
188,HP,Notebook,17.3,8,1TB HDD,Nvidia GeForce 930MX,2.5,48697.92,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
189,Razer,Gaming,17.3,32,1TB SSD,Nvidia GeForce GTX 1080,3.49,324954.72,3840,2160,4K Ultra HD / Touchscreen,Intel,2.9,Core i7 7820HK,Nvidia,windows,1024,0,1,0,TRUE,FALSE,1024
190,HP,Notebook,13.3,8,512GB SSD,Intel UHD Graphics 620,1.49,51095.52,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Intel,windows,512,0,1,0,TRUE,FALSE,512
191,HP,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3.35,73473.12,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
192,HP,Notebook,17.3,8,256GB SSD,Nvidia GeForce 930MX ,2.5,55677.6,1920,1080,Full HD,Intel,1.8,Core i7 8550U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
193,Dell,Gaming,15.6,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.65,98301.6,3840,2160,IPS Panel 4K Ultra HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,1024,1,1,TRUE,TRUE,1536
194,Lenovo,Notebook,15.6,4,128GB SSD,Intel HD Graphics 520,2.1,26267.04,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
195,Acer,Notebook,15.6,8,1TB HDD,Nvidia GeForce 940MX,2.23,39533.76,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
196,Lenovo,Gaming,15.6,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3.2,93186.72,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,1024,1,1,TRUE,TRUE,1536
197,Dell,Workstation,15.6,16,256GB SSD +  1TB HDD,Nvidia Quadro M1200,2.8,162770.4,3840,2160,4K Ultra HD,Intel,3,Xeon E3-1505M V6,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
198,Lenovo,Gaming,15.6,16,512GB SSD,Nvidia GeForce GTX 1060,2.4,74485.44,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,no_preinstalled_os,512,0,1,0,TRUE,FALSE,512
199,Dell,Notebook,15.6,6,1TB HDD,Intel HD Graphics 620,2.3,23389.92,1366,768,Touchscreen,Intel,2.4,Core i3 7100U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
200,Dell,Ultrabook,13.3,8,256GB SSD,Intel UHD Graphics 620,1.21,103842.72,3840,2160,IPS Panel 4K Ultra HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,256,0,1,0,TRUE,FALSE,256
201,Dell,Ultrabook,13.3,8,256GB SSD,Intel UHD Graphics 620,1.29,77202.72,1920,1080,Full HD,Intel,1.8,Core i7 8550U,Intel,windows,256,0,1,0,TRUE,FALSE,256
202,Acer,Notebook,15.6,8,1TB HDD,Nvidia GeForce GTX 1050,2.4,41505.12,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,linux,0,1024,0,1,FALSE,TRUE,1024
203,Asus,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.9,74964.96,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
204,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.1,18594.72,1920,1080,Full HD,Intel,2,Core i3 6006U,Intel,no_preinstalled_os,0,500,0,1,FALSE,TRUE,500
205,Lenovo,Notebook,15.6,8,256GB SSD,Intel HD Graphics 620,2.2,29250.72,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
206,Huawei,Ultrabook,13,8,512GB SSD,Intel HD Graphics 620,1.05,79866.72,2160,1440,IPS Panel Full HD,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
207,Dell,Ultrabook,13.3,8,256GB SSD,AMD Radeon 530,1.4,49650.57,1920,1080,IPS Panel Full HD,Intel,1.8,Core i7 8550U,AMD,windows,256,0,1,0,TRUE,FALSE,256
208,Lenovo,Notebook,17.3,8,1TB HDD,Nvidia GeForce GTX 940MX,2.8,31381.92,1600,900,,Intel,2.5,Core i5 7200U,Nvidia,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
209,HP,Notebook,14,8,256GB SSD,Nvidia GeForce 930MX,1.63,54931.68,1920,1080,Full HD,Intel,1.8,Core i7 8550U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
210,Dell,Ultrabook,14,8,256GB SSD,Intel UHD Graphics 620,1.6,61218.72,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
211,Dell,2 in 1 Convertible,13.3,16,512GB SSD,Intel UHD Graphics 620,1.62,68145.12,1920,1080,Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,512,0,1,0,TRUE,FALSE,512
212,Dell,Notebook,15.6,8,256GB SSD,AMD Radeon 520,2.2,36089.21,1920,1080,Full HD,Intel,1.6,Core i5 8250U,AMD,linux,256,0,1,0,TRUE,FALSE,256
213,Lenovo,2 in 1 Convertible,14,8,256GB SSD,Intel UHD Graphics 620,1.74,47898.72,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
214,Toshiba,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 520,1.2,72620.64,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
215,HP,Notebook,15.6,8,1TB HDD,Intel UHD Graphics 620,2.1,42304.32,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
216,Dell,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,4.42,130873.8,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
217,Acer,Notebook,15.6,8,256GB SSD,Nvidia GeForce 940MX,2.2,44328.96,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
218,Dell,Notebook,15.6,16,1TB HDD,AMD Radeon R7 M445,2.3,45768.05,1920,1080,Full HD / Touchscreen,Intel,2.7,Core i7 7500U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
219,Asus,Notebook,15.6,8,256GB SSD,Nvidia GeForce 920MX ,2,40972.32,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
220,Asus,Notebook,17.3,8,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,2.69,47472.48,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Nvidia,windows,256,500,1,1,TRUE,TRUE,756
221,HP,Notebook,15.6,8,1TB HDD,AMD FirePro W4190M ,1.9,67612.32,1920,1080,Full HD,Intel,2.7,Core i7 7500U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
222,Asus,Notebook,15.6,4,1TB HDD,Intel HD Graphics 620,2.37,21258.19,1366,768,,Intel,2.4,Core i3 7100U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
223,HP,Notebook,15.6,4,500GB HDD,AMD Radeon R2,2.1,17582.4,1366,768,,AMD,1.5,E-Series 9000e,AMD,windows,0,500,0,1,FALSE,TRUE,500
224,Lenovo,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3.2,79866.72,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
225,Dell,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.6,45767.52,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
226,Acer,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 520,1.6,36709.92,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
227,Dell,Notebook,15.6,16,256GB SSD,AMD Radeon R7 M445,2.36,47898.72,1920,1080,Full HD,Intel,2.7,Core i7 7500U,AMD,linux,256,0,1,0,TRUE,FALSE,256
228,Acer,Notebook,15.6,4,1TB HDD,Intel HD Graphics 520,2.1,20779.2,1366,768,,Intel,2,Core i3 6006U,Intel,linux,0,1024,0,1,FALSE,TRUE,1024
229,Asus,Notebook,15.6,4,128GB SSD +  1TB HDD,AMD Radeon R5 M430,2.2,30636,1920,1080,Full HD,AMD,2.5,A10-Series A10-9620P,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
230,Asus,Gaming,17.3,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,4.7,207259.2,1920,1080,Full HD,Intel,2.9,Core i7 7820HK,Nvidia,windows,512,1024,1,1,TRUE,TRUE,1536
231,Acer,Gaming,15.6,8,256GB SSD,Nvidia GeForce GTX 1050,2.5,45074.88,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
232,Lenovo,Notebook,15.6,8,128GB SSD,Intel HD Graphics 520,2.1,31381.92,1366,768,,Intel,2,Core i3 6006U,Intel,windows,128,0,1,0,TRUE,FALSE,128
233,Asus,Notebook,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,2.1,61005.6,1920,1080,Full HD,Intel,1.8,Core i7 8550U,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
234,Asus,Notebook,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,2.69,47365.92,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Nvidia,no_preinstalled_os,128,1024,1,1,TRUE,TRUE,1152
235,Dell,Gaming,15.6,8,256GB SSD,Nvidia GeForce GTX 1050,2.56,46833.12,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
236,Lenovo,2 in 1 Convertible,13.9,8,256GB SSD,Intel HD Graphics 620,1.38,57489.12,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
237,Dell,Notebook,15.6,8,128GB SSD +  2TB HDD,AMD Radeon 530,2.2,52480.8,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,128,2048,1,1,TRUE,TRUE,2176
238,HP,Notebook,15.6,8,1TB HDD,Intel HD Graphics 620,2.04,29783.52,1366,768,Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
239,Asus,Gaming,17.3,16,256GB SSD,Nvidia GeForce GTX 1080,3.6,159786.72,1920,1080,Full HD,Intel,2.9,Core i7 7820HK,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
240,HP,Notebook,13.3,4,500GB HDD,Intel UHD Graphics 620,1.49,35964,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Intel,windows,0,500,0,1,FALSE,TRUE,500
241,Apple,Ultrabook,13.3,8,512GB SSD,Intel Iris Plus Graphics 650,1.37,108691.2,2560,1600,IPS Panel Retina Display,Intel,3.1,Core i5,Intel,mac_os,512,0,1,0,TRUE,FALSE,512
242,Dell,2 in 1 Convertible,15.6,8,1TB HDD,Intel UHD Graphics 620,2.08,43636.32,1920,1080,IPS Panel Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
243,Asus,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,4.3,95850.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
244,Asus,Notebook,15.6,4,1TB HDD,AMD Radeon R5 M420,1.68,24988.32,1366,768,,AMD,3,A9-Series 9420,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
245,Lenovo,2 in 1 Convertible,13.9,8,512GB SSD,Intel UHD Graphics 620,1.37,98514.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,512,0,1,0,TRUE,FALSE,512
246,Acer,Notebook,17.3,4,256GB SSD,Nvidia GeForce MX130,3,37402.56,1920,1080,IPS Panel Full HD,Intel,2.7,Core i3 7130U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
247,Dell,Ultrabook,13.3,8,256GB SSD,Intel UHD Graphics 620,1.41,50562.72,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
248,HP,Notebook,15.6,8,128GB SSD,AMD Radeon R4 Graphics,1.91,23757.55,1366,768,,AMD,2.5,A6-Series A6-9220,AMD,windows,128,0,1,0,TRUE,FALSE,128
249,HP,Notebook,17.3,16,1TB HDD,Nvidia GeForce MX150,2.9,56423.52,1920,1080,IPS Panel Full HD,Intel,1.8,Core i7 8550U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
250,MSI,Gaming,17.3,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,4.14,133146.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,1024,1,1,TRUE,TRUE,1536
251,Lenovo,2 in 1 Convertible,15.6,8,512GB SSD,Nvidia GeForce GTX 1050M,2,90522.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
252,Dell,Notebook,17.3,8,128GB SSD +  1TB HDD,AMD Radeon 530,2.8,60845.76,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
253,Lenovo,Notebook,15.6,4,256GB SSD,Intel HD Graphics 520,2.2,23656.32,1920,1080,Full HD,Intel,2,Core i3 6006U,Intel,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
254,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 620,2.1,38468.16,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,Intel,windows,0,500,0,1,FALSE,TRUE,500
255,Dell,Notebook,15.6,4,1TB HDD,Intel HD Graphics 620,2.18,35004.96,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
256,Dell,Notebook,15.6,8,1TB HDD,AMD Radeon R5 M430,2.24,30103.2,1920,1080,Full HD,Intel,2.5,Core i5 7200U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
